FACILITY,SampleDate,Time,BuildingCode,SPCODE,LGT,AdClip,Size_Run,DNA_Run,CWT_Run,CATCH,Salvage,LOSS
2,12/10/2024,4:00,F,1,143,C,LF,,LF,1,4,2.6
2,12/10/2024,4:00,F,1,200,C,F,,LF,1,4,2.6
1,12/10/2024,7:30,OS,1,151,C,LF,,LF,1,1,4.33
1,12/10/2024,7:30,OS,1,182,C,F,,LF,1,1,4.33
1,12/10/2024,8:30,NS,1,179,C,F,,LF,1,1,4.33
2,12/10/2024,12:00,F,1,169,C,LF,,LF,1,4,2.6
2,12/10/2024,14:00,F,1,136,C,LF,,LF,1,4,2.6
2,12/10/2024,14:00,F,1,142,C,LF,,LF,1,4,2.6
2,12/10/2024,18:00,F,1,140,C,LF,,LF,1,4,2.6
2,12/10/2024,18:00,F,1,160,C,LF,,LF,1,4,2.6
2,12/10/2024,18:00,F,1,172,C,LF,,LF,1,4,2.6
2,12/10/2024,20:00,F,1,163,C,LF,,LF,1,4,2.6
2,12/10/2024,23:59,F,1,135,C,LF,,LF,1,4,2.6
2,12/10/2024,23:59,F,1,153,C,LF,,LF,1,4,2.6
2,12/11/2024,2:00,F,1,166,C,LF,,LF,1,4,2.6
2,12/11/2024,8:00,F,1,161,C,LF,,LF,1,4,2.6
1,12/11/2024,9:00,NS,1,132,C,LF,,LF,1,4,17.04
2,12/11/2024,12:00,F,1,167,C,LF,,LF,1,4,2.88
2,12/11/2024,12:00,F,1,187,C,F,,LF,1,4,2.88
2,12/11/2024,14:00,F,1,135,C,LF,,,1,4,2.88
2,12/11/2024,18:00,F,1,127,C,W,,LF,1,4,2.88
2,12/11/2024,18:00,F,1,150,C,LF,,LF,1,4,2.88
2,12/11/2024,20:00,F,1,162,C,LF,,LF,1,4,2.88
1,12/12/2024,8:05,NS,1,165,C,LF,,LF,1,1,4.33
2,12/12/2024,14:00,F,1,131,C,W,,LF,1,4,2.88
2,12/12/2024,22:00,F,1,137,C,LF,,LF,1,4,2.88
2,12/12/2024,22:00,F,1,158,C,LF,,LF,1,4,2.88
1,12/13/2024,9:00,NS,1,180,C,F,,LF,1,4,17.04
2,12/14/2024,16:00,F,1,146,C,LF,,,1,4,2.88
2,12/14/2024,16:00,F,1,162,C,LF,,LF,1,4,2.88
2,12/15/2024,10:00,F,1,190,C,F,,LF,1,4,2.88
2,12/15/2024,18:00,F,1,152,C,LF,,LF,1,4,2.88
2,12/15/2024,22:00,F,1,138,C,LF,,LF,1,4,2.88
2,12/15/2024,22:00,F,1,147,C,LF,,LF,1,4,2.88
2,12/16/2024,8:00,F,1,141,C,LF,,LF,1,4,2.88
2,12/16/2024,10:00,F,1,155,C,LF,,LF,1,4,2.88
2,12/16/2024,14:00,F,1,123,C,W,,,1,4,2.88
2,12/17/2024,2:00,F,1,140,C,LF,,LF,1,4,2.88
1,12/17/2024,7:25,OS,1,160,C,LF,,LF,1,1,4.33
2,12/17/2024,8:00,F,1,139,C,LF,,LF,1,4,2.88
2,12/17/2024,10:00,F,1,118,N,W,F,,1,4,2.88
1,12/17/2024,13:00,NS,1,169,C,LF,,LF,1,2,8.77
2,12/17/2024,14:00,F,1,132,C,W,,LF,1,4,2.88
2,12/18/2024,2:00,F,1,162,C,LF,,LF,1,4,2.88
1,12/18/2024,7:00,OS,1,161,C,LF,,LF,1,4,16.98
2,12/18/2024,10:00,F,1,177,C,LF,,S,1,4,2.88
2,12/22/2024,10:00,F,1,177,C,LF,,LF,1,4,3.52
2,12/25/2024,8:00,F,1,145,C,W,,LF,1,4,3.52
2,12/25/2024,16:00,F,1,133,C,W,,LF,1,4,3.52
1,12/27/2024,13:00,OS,1,176,C,LF,,S,1,4,17.52
1,12/27/2024,13:00,OS,1,182,C,LF,,LF,1,4,17.52
1,12/27/2024,13:30,OS,1,132,C,W,,LF,1,1,4.33
1,12/27/2024,13:30,OS,1,165,C,LF,,S,1,1,4.33
1,12/28/2024,13:30,NS,1,172,C,LF,,S,1,1,4.33
1,1/2/2025,15:30,NS,1,184,C,LF,,LF,1,1,4.33
2,1/2/2025,18:00,F,1,178,C,LF,,S,1,4,2.6
2,1/2/2025,18:00,F,1,190,C,LF,,S,1,4,2.6
